双线二区,飞龙在天,孟浩然,120.92.176.21,3724
双线二区,飞龙在天,吕洞宾,120.92.176.21,3724
双线二区,飞龙在天,公孙幽,120.92.176.21,3724
双线二区,飞龙在天,歃血为盟,120.92.176.21,3724
双线二区,飞龙在天,于睿,120.92.176.21,3724
双线二区,飞龙在天,僧一行,120.92.176.21,3724
双线二区,飞龙在天,东方宇轩,120.92.176.21,3724
双线二区,飞龙在天,叶孟秋,120.92.176.21,3724
双线二区,飞龙在天,杨宁,120.92.176.21,3724
双线二区,飞龙在天,点墨山河,120.92.176.21,3724
双线二区,飞龙在天,天罗地网,120.92.176.21,3724
双线二区,飞龙在天,暴雨梨花,120.92.176.21,3724
双线二区,飞龙在天,琴瑟和鸣,120.92.176.21,3724
双线二区,飞龙在天,缘定三生,120.92.176.21,3724
双线二区,飞龙在天,乱世争锋,120.92.176.21,3724
双线二区,飞龙在天,行者无疆,120.92.176.21,3724
双线二区,飞龙在天,花月别院,120.92.176.21,3724
双线二区,飞龙在天,百转千回,120.92.176.21,3724
双线四区,怒海争锋,怒海争锋,120.92.176.214,3724
双线四区,青梅煮酒,青梅煮酒,120.92.176.215,3724
双线一区,双剑合璧,碧海青天,120.92.176.156,3724
双线一区,双剑合璧,星火燎原,120.92.176.156,3724
双线一区,双剑合璧,春花秋月,120.92.176.156,3724
双线一区,双剑合璧,锦绣山河,120.92.176.156,3724
双线一区,双剑合璧,千古风流,120.92.176.156,3724
双线一区,双剑合璧,大美江湖,120.92.176.156,3724
电信一区,长安城,长安城,121.14.64.3,3724
电信一区,龙争虎斗,龙争虎斗,121.14.64.5,3724
电信一区,龙争虎斗,神龙摆尾,121.14.64.5,3724
电信一区,龙争虎斗,海誓山盟,121.14.64.5,3724
电信一区,龙争虎斗,幽雨坪,121.14.64.5,3724
电信一区,龙争虎斗,翠烟山,121.14.64.5,3724
电信一区,龙争虎斗,逍遥林,121.14.64.5,3724
电信一区,龙争虎斗,枫华谷,121.14.64.5,3724
电信一区,龙争虎斗,义薄云天,121.14.64.5,3724
电信一区,龙争虎斗,晴昼海,121.14.64.5,3724
电信一区,龙争虎斗,金水镇,121.14.64.5,3724
电信一区,龙争虎斗,昆仑,121.14.64.5,3724
电信一区,长安城,扬州城,121.14.64.3,3724
电信一区,长安城,巴陵县,121.14.64.3,3724
电信一区,长安城,南屏山,121.14.64.3,3724
电信一区,长安城,洛道,121.14.64.3,3724
电信一区,长安城,洛阳城,121.14.64.3,3724
电信一区,长安城,龙门荒漠,121.14.64.3,3724
电信一区,长安城,萍踪侠影,121.14.64.3,3724
电信一区,长安城,独步天下,121.14.64.3,3724
电信一区,龙争虎斗,夜幕星河,121.14.64.5,3724
电信一区,龙争虎斗,白帝城,121.14.64.5,3724
电信一区,龙争虎斗,荻花宫,121.14.64.5,3724
电信一区,龙争虎斗,风花雪月,121.14.64.5,3724
电信一区,龙争虎斗,群英汇,121.14.64.5,3724
电信一区,龙争虎斗,壮志凌云,121.14.64.5,3724
电信一区,龙争虎斗,逍遥游,121.14.64.5,3724
电信一区,龙争虎斗,枫林如火,121.14.64.5,3724
电信一区,龙争虎斗,华清池,121.14.64.5,3724
电信一区,龙争虎斗,追风蹑景,121.14.64.5,3724
电信一区,龙争虎斗,傲视天地,121.14.64.5,3724
电信一区,龙争虎斗,步莲台,121.14.64.5,3724
电信一区,龙争虎斗,天子峰,121.14.64.5,3724
电信一区,龙争虎斗,落星湖,121.14.64.5,3724
电信一区,龙争虎斗,空雾峰,121.14.64.5,3724
电信一区,龙争虎斗,天工坊,121.14.64.5,3724
电信一区,龙争虎斗,灵霄峡,121.14.64.5,3724
电信一区,龙争虎斗,日轮山城,121.14.64.5,3724
电信一区,龙争虎斗,云湖天池,121.14.64.5,3724
电信一区,龙争虎斗,上陵苑,121.14.64.5,3724
电信一区,龙争虎斗,三才阵,121.14.64.5,3724
电信一区,龙争虎斗,无盐岛,121.14.64.5,3724
电信一区,龙争虎斗,紫微山,121.14.64.5,3724
电信一区,龙争虎斗,演武场,121.14.64.5,3724
电信一区,龙争虎斗,英雄擂,121.14.64.5,3724
电信一区,龙争虎斗,浮光掠影,121.14.64.5,3724
电信一区,龙争虎斗,肝胆相照,121.14.64.5,3724
电信一区,龙争虎斗,侠骨丹心,121.14.64.5,3724
电信一区,龙争虎斗,相知莫问,121.14.64.5,3724
电信一区,龙争虎斗,金蛇漫舞,121.14.64.5,3724
电信一区,龙争虎斗,秀明尘身,121.14.64.5,3724
电信一区,龙争虎斗,秦王殿,121.14.64.5,3724
电信一区,龙争虎斗,微山书院,121.14.64.5,3724
电信一区,龙争虎斗,比翼双飞,121.14.64.5,3724
电信一区,龙争虎斗,出神入化,121.14.64.5,3724
电信一区,龙争虎斗,双狼之战,121.14.64.5,3724
电信一区,龙争虎斗,鹤舞九霄,121.14.64.5,3724
电信一区,龙争虎斗,战魂劫,121.14.64.5,3724
电信一区,龙争虎斗,大雄宝殿,121.14.64.5,3724
电信一区,龙争虎斗,天王殿,121.14.64.5,3724
电信一区,龙争虎斗,敬德楼,121.14.64.5,3724
电信一区,龙争虎斗,血龙出渊,121.14.64.5,3724
电信一区,龙争虎斗,凌烟阁,121.14.64.5,3724
电信一区,龙争虎斗,达摩院,121.14.64.5,3724
电信一区,龙争虎斗,太极广场,121.14.64.5,3724
电信一区,龙争虎斗,纯阳宫,121.14.64.5,3724
电信一区,龙争虎斗,落雁峰,121.14.64.5,3724
电信一区,龙争虎斗,青萝山,121.14.64.5,3724
电信一区,龙争虎斗,无极道场,121.14.64.5,3724
电信一区,龙争虎斗,忆盈楼,121.14.64.5,3724
电信一区,龙争虎斗,三星望月,121.14.64.5,3724
电信一区,龙争虎斗,飞星遁影,121.14.64.5,3724
电信一区,龙争虎斗,忆青春,121.14.64.5,3724
电信一区,蝶恋花,蝶恋花,121.14.64.72,3724
电信一区,蝶恋花,日月明尊,121.14.64.72,3724
电信一区,蝶恋花,沁园春,121.14.64.72,3724
电信一区,蝶恋花,初心不泯,121.14.64.72,3724
电信一区,蝶恋花,厉兵秣马,121.14.64.72,3724
电信一区,蝶恋花,登萍渡水,121.14.64.72,3724
电信一区,蝶恋花,叱咤风云,121.14.64.72,3724
电信一区,蝶恋花,策马江湖,121.14.64.72,3724
电信一区,蝶恋花,潜龙勿用,121.14.64.72,3724
电信一区,蝶恋花,惊鸿游龙,121.14.64.72,3724
电信一区,蝶恋花,龙腾虎跃,121.14.64.72,3724
电信一区,蝶恋花,千机阁,121.14.64.72,3724
电信一区,蝶恋花,飞骏谷,121.14.64.72,3724
电信一区,蝶恋花,虎牢关,121.14.64.72,3724
电信一区,蝶恋花,六祖台,121.14.64.72,3724
电信一区,蝶恋花,午阳岗,121.14.64.72,3724
电信一区,蝶恋花,战江湖,121.14.64.72,3724
电信一区,蝶恋花,藏经阁,121.14.64.72,3724
电信一区,蝶恋花,饮马川,121.14.64.72,3724
电信一区,蝶恋花,轩辕台,121.14.64.72,3724
电信一区,蝶恋花,知节殿,121.14.64.72,3724
电信一区,蝶恋花,论剑峰,121.14.64.72,3724
电信一区,蝶恋花,少室山,121.14.64.72,3724
电信一区,蝶恋花,燕子坞,121.14.64.72,3724
电信一区,蝶恋花,思过崖,121.14.64.72,3724
电信一区,蝶恋花,山河齐颂,121.14.64.72,3724
电信一区,蝶恋花,红尘寻梦,121.14.64.72,3724
电信一区,蝶恋花,名扬四海,121.14.64.72,3724
电信一区,蝶恋花,名动江湖,121.14.64.72,3724
电信一区,蝶恋花,春和景明,121.14.64.72,3724
电信一区,蝶恋花,气吞山河,121.14.64.72,3724
电信一区,蝶恋花,天马行空,121.14.64.72,3724
电信一区,蝶恋花,天佑中华,121.14.64.72,3724
电信一区,蝶恋花,烈日斩,121.14.64.72,3724
电信一区,蝶恋花,众志成城,121.14.64.72,3724
电信一区,蝶恋花,鹰击长空,121.14.64.72,3724
电信一区,蝶恋花,天女散花,121.14.64.72,3724
电信一区,蝶恋花,英雄结义,121.14.64.72,3724
电信一区,蝶恋花,国色天香,121.14.64.72,3724
电信一区,蝶恋花,倾国倾城,121.14.64.72,3724
电信一区,蝶恋花,剑指龙城,121.14.64.72,3724
电信一区,蝶恋花,大圣归来,121.14.64.72,3724
电信一区,长安城,情深似海,121.14.64.3,3724
电信一区,长安城,一苇渡江,121.14.64.3,3724
电信一区,长安城,仙侣庭园,121.14.64.3,3724
电信一区,长安城,雪月天枪,121.14.64.3,3724
电信一区,长安城,破茧成蝶,121.14.64.3,3724
电信一区,长安城,恋青春,121.14.64.3,3724
电信一区,长安城,光明顶,121.14.64.3,3724
电信一区,长安城,不归海,121.14.64.3,3724
电信一区,长安城,圣火令,121.14.64.3,3724
电信一区,长安城,乱世长安,121.14.64.3,3724
电信一区,长安城,快意恩仇,121.14.64.3,3724
电信五区,斗转星移,斗转星移,121.14.64.155,3724
电信五区,乾坤一掷,乾坤一掷,121.14.64.92,3724
电信五区,梦江南,梦江南,121.14.64.29,3724
电信五区,唯我独尊,唯我独尊,121.14.64.14,3724
电信五区,幽月轮,幽月轮,121.14.64.78,3724
电信五区,幽月轮,平步青云,121.14.64.78,3724
电信五区,幽月轮,千岛湖,121.14.64.78,3724
电信五区,金榜题名,金榜题名,121.14.64.53,3724
电信五区,剑胆琴心,剑胆琴心,121.14.64.120,3724
电信五区,幽月轮,山雨欲来,121.14.64.78,3724
电信五区,幽月轮,笑傲江湖,121.14.64.78,3724
电信五区,幽月轮,圣墓山,121.14.64.78,3724
电信五区,斗转星移,风雨同舟,121.14.64.155,3724
电信五区,斗转星移,金戈铁马,121.14.64.155,3724
电信五区,梦江南,枫泾古镇,121.14.64.29,3724
电信五区,乾坤一掷,华山论剑,121.14.64.92,3724
电信五区,唯我独尊,满江红,121.14.64.14,3724
电信五区,唯我独尊,侠客行,121.14.64.14,3724
电信五区,梦江南,如梦令,121.14.64.29,3724
电信五区,剑胆琴心,世外蓬莱,121.14.64.120,3724
电信八区,绝代天骄,风骨霸刀,121.14.64.162,3724
电信八区,绝代天骄,百家争鸣,121.14.64.162,3724
电信八区,绝代天骄,暗香掠影,121.14.64.162,3724
电信八区,战无不胜,引仙水榭,121.14.64.23,3724
电信八区,亢龙有悔,亢龙有悔,121.14.64.224,3724
电信八区,绝代天骄,绝代天骄,121.14.64.162,3724
电信八区,战无不胜,战无不胜,121.14.64.23,3724
电信八区,亢龙有悔,星河清梦,121.14.64.224,3724
电信八区,绝代天骄,龙飞凤舞,121.14.64.162,3724
电信八区,绝代天骄,梦回大唐,121.14.64.162,3724
电信八区,战无不胜,侠骨柔情,121.14.64.23,3724
电信八区,战无不胜,致青春,121.14.64.23,3724
电信八区,亢龙有悔,双龙取水,121.14.64.224,3724
电信八区,亢龙有悔,见龙在田,121.14.64.224,3724
电信八区,亢龙有悔,大明宫,121.14.64.224,3724
电信八区,绝代天骄,武林同庆,121.14.64.162,3724
双线PVP搞事区,止戈为武,止戈为武,120.92.176.166,3724
电信PVP搞事区,百无禁忌,百无禁忌,121.14.64.184,3724
比赛专区,邀请赛专用服(选手专用),邀请赛专用服,120.92.176.162,3724
比赛专区,比赛专用服,比赛专用服,120.92.176.47,3724
比赛专区,练习专用服(选手专用),练习专用服,120.92.176.128,3724
比赛专区,非请勿入,非请勿入,120.92.176.30,3724
比赛专区,列星争霸赛,列星争霸赛,120.92.178.159,3724
比赛专区,小米体验服,小米体验服,120.92.176.228,3724
比赛专区,米家体验服,米家体验服,120.92.176.227,3724
比赛专区,列星虚境,列星虚境,121.14.64.145,3724
比赛专区,全民追击,全民追击,120.92.176.58,3724
